blind_id,pmid,source_abstract_sha256,model_output
HR-0751,28489031,0abc3dae10e2027bcca5b4961a85045ea4bbb5335caf69bdd470b49da1ef8359,"```json
{
  ""study"": {
    ""design"": ""three-treatment experiment"",
    ""year"": null,
    ""sample_size"": ""28"",
    ""follow_up"": ""120 min""
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""healthy volunteers""
  },
  ""intervention"": {
    ""name"": ""rice consumption (three types: freshly cooked medium-grain white rice, freshly cooked parboiled rice, and parboiled rice stored overnight at 4°C)"",
    ""dose"": ""140 g"",
    ""frequency"": ""single administration per treatment"",
    ""duration"": ""120 min postprandial measurement""
  },
  ""outcomes"": [
    {
      ""measure"": ""incremental area under the curve (iAUC) - control rice vs reheated parboiled rice"",
      ""timepoint"": ""postprandial 120 min"",
      ""effect"": ""1.7-fold higher"",
      ""ci"": ""1.2, 2.6""
    },
    {
      ""measure"": ""incremental area under the curve (iAUC) - control rice vs freshly cooked parboiled rice"",
      ""timepoint"": ""postprandial 120 min"",
      ""effect"": ""1.5-fold higher"",
      ""ci"": ""1.0, 2.2""
    },
    {
      ""measure"": ""chewing time for 10 g cold-stored parboiled rice"",
      ""timepoint"": null,
      ""effect"": ""6 s (25%) longer"",
      ""ci"": null
    },
    {
      ""measure"": ""palatability, visual appeal, taste - cold-stored parboiled rice vs freshly cooked medium-grain"",
      ""timepoint"": null,
      ""effect"": ""more palatable, visually appealing and better tasting"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""All rice served warm at 65°C; p < 0.001 for control vs reheated parboiled rice; p = 0.001 for control vs freshly cooked parboiled rice; p = 0.445 for freshly cooked vs reheated parboiled rice; all p < 0.05 for palatability outcomes"",
  ""summary"": ""In healthy volunteers, reheated cold-stored parboiled rice and freshly cooked parboiled rice both produced lower glycaemic responses than freshly cooked medium-grain white rice, with no difference between the two parboiled preparations, suggesting that cold storage and reheating of parboiled rice does not provide additional glycaemic benefit over freshly cooked parboiled rice.""
}
```"
HR-0752,21273939,89a66b31bbcf5ebbdabbb42630a8ecdd83a25611fb1dd83c4e8a65006ac2c03a,"```json
{
  ""study"": {
    ""design"": ""randomized open design, multicenter"",
    ""year"": null,
    ""sample_size"": 804,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": ""15 to 25 years"",
    ""sex"": ""women"",
    ""weight"": null,
    ""key_characteristics"": ""healthy women; randomized 1:1 to standard schedule (n=401) or alternative schedule (n=403)""
  },
  ""intervention"": {
    ""name"": ""HPV-16/18 AS04-adjuvanted vaccine"",
    ""dose"": null,
    ""frequency"": ""3 doses"",
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""seroconversion rate for HPV-16"",
      ""timepoint"": ""1 month after third dose"",
      ""effect"": ""100% (0-1-12 schedule) and 100% (0-1-6 schedule)"",
      ""ci"": null
    },
    {
      ""measure"": ""seroconversion rate for HPV-18"",
      ""timepoint"": ""1 month after third dose"",
      ""effect"": ""99.7% (0-1-12 schedule) and 100% (0-1-6 schedule)"",
      ""ci"": null
    },
    {
      ""measure"": ""geometric mean antibody titer for HPV-16"",
      ""timepoint"": ""1 month after third dose"",
      ""effect"": ""11884.7 ELISA units/mL (0-1-12 schedule) and 10311.9 ELISA units/mL (0-1-6 schedule)"",
      ""ci"": null
    },
    {
      ""measure"": ""geometric mean antibody titer for HPV-18"",
      ""timepoint"": ""1 month after third dose"",
      ""effect"": ""4501.3 ELISA units/mL (0-1-12 schedule) and 3963.6 ELISA units/mL (0-1-6 schedule)"",
      ""ci"": null
    }
  ],
  ""safety"": [
    {
      ""event"": ""overall safety profile"",
      ""rate"": ""clinically acceptable for both schedules""
    }
  ],
  ""other_facts"": ""NCT00552279; conducted at multiple centers in Europe; HPV-16 and -18 antibodies measured by enzyme-linked immunosorbent assay; measurements at months 0, 2, and 7 or 13 depending on group; noninferiority evaluation performed sequentially for seroconversion rates and geometric mean antibody titers; primary analysis based on according-to-protocol cohort; safety and reactogenicity assessed on total vaccinated cohort; predefined noninferiority criteria were met"",
  ""summary"": ""The HPV-16/18 AS04-adjuvanted vaccine administered on an alternative 0-1-12 month schedule was noninferior to the standard 0-1-6 month schedule in terms of immunogenicity and had a clinically acceptable safety profile in healthy women aged 15-25 years.""
}
```"
HR-0753,20504122,1352b15358a26735dc8424c98d6fdbe5dac6560cb3038ea6b1cebde5fcffd1fd,"{
  ""study"": {
    ""design"": ""cohort"",
    ""year"": null,
    ""sample_size"": 46,
    ""follow_up"": ""3.5 years (range 36-53 months)""
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""sporadic primary hyperparathyroidism due to adenoma; prevalence of hypertension 54.35%""
  },
  ""intervention"": {
    ""name"": ""parathyroidectomy"",
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""Hypertension resolution"",
      ""timepoint"": ""3.5 years after parathyroidectomy"",
      ""effect"": ""0% (0 of 25 hypertensive patients)"",
      ""ci"": null
    },
    {
      ""measure"": ""Incident hypertension"",
      ""timepoint"": ""3.5 years after parathyroidectomy"",
      ""effect"": ""5 of 21 normotensive patients (23.8%)"",
      ""ci"": null
    },
    {
      ""measure"": ""Nondipper blood pressure pattern in hypertensive patients"",
      ""timepoint"": ""after parathyroidectomy (follow-up)"",
      ""effect"": ""6/11 (54.5%)"",
      ""ci"": null
    },
    {
      ""measure"": ""Nondipper blood pressure pattern in normotensive patients"",
      ""timepoint"": ""after parathyroidectomy (follow-up)"",
      ""effect"": ""3/5 (60%)"",
      ""ci"": null
    },
    {
      ""measure"": ""Correlation between serum total calcium and night-time systolic blood pressure"",
      ""timepoint"": ""after parathyroidectomy"",
      ""effect"": ""r=0.620 (P<0.02)"",
      ""ci"": null
    },
    {
      ""measure"": ""Correlation between serum total calcium and night-time diastolic blood pressure"",
      ""timepoint"": ""after parathyroidectomy"",
      ""effect"": ""r=0.758 (P<0.002)"",
      ""ci"": null
    },
    {
      ""measure"": ""Creatinine clearance in dippers vs nondippers"",
      ""timepoint"": ""after parathyroidectomy"",
      ""effect"": ""91.3 +/- 18.5 vs 64.3 +/- 11.5 ml/min, P<0.01"",
      ""ci"": null
    },
    {
      ""measure"": ""Serum total calcium in dippers vs nondippers"",
      ""timepoint"": ""after parathyroidectomy"",
      ""effect"": ""2.42 +/- 0.13 vs 2.23 +/- 0.17 mmol/L, P<0.04"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""No significant association of PTH, total and ionic calcium levels with SBP and DBP; After parathyroidectomy, biochemical measurements normalized in the 16 patients undergoing ABPM"",
  ""summary"": ""This cohort study of 46 patients with primary hyperparathyroidism who underwent parathyroidectomy found that hypertension persisted in all hypertensive patients and new hypertension developed in 5 of 21 normotensive patients after 3.5 years, and ambulatory monitoring revealed a high prevalence of nondipper blood pressure patterns associated with serum calcium levels and renal impairment.""
}"
HR-0754,25128745,13d54f173fd307b6ad1aa65cebecf583bdbaf7bd64b5be09656a270adfe1a3d4,"{
  ""study"": {
    ""design"": ""observational cohort"",
    ""year"": null,
    ""sample_size"": 890,
    ""follow_up"": ""5 years""
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""stable heart failure undergoing elective cardiac evaluation that included coronary angiography""
  },
  ""intervention"": {
    ""name"": null,
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""5-year all-cause mortality (Q4 vs Q1, unadjusted)"",
      ""timepoint"": ""5 years"",
      ""effect"": ""HR 1.9"",
      ""ci"": ""95% CI 1.4-2.8""
    },
    {
      ""measure"": ""5-year all-cause mortality (Q4 vs Q1, adjusted)"",
      ""timepoint"": ""5 years"",
      ""effect"": ""HR 1.7"",
      ""ci"": ""95% CI 1.1-2.6""
    },
    {
      ""measure"": ""Net reclassification improvement"",
      ""timepoint"": ""5 years"",
      ""effect"": ""9.3%"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""Mean Cp level: 26.6 ± 6.9 mg/dL; Correlation with BNP: r = 0.187 (P < .001); Unadjusted mortality P-value: P < .001; Adjusted mortality P-value: P < .05; Net reclassification improvement P-value: P < .001; Adjusted covariables: coronary disease traditional risk factors, creatinine clearance, dialysis, body mass index, medications, history of myocardial infarction, BNP, left ventricular ejection fraction (LVEF), heart rate, QRS duration, left bundle branch blockage, and implantable cardioverter-defibrillator placement."",
  ""summary"": ""Serum ceruloplasmin is an independent predictor of 5-year all-cause mortality in patients with stable heart failure and improves risk prediction models when added to standard clinical covariables.""
}"
HR-0755,26673202,fb2e524fdef02db4a3b0f7d31a27af61e2021eeeed8d9dd6fd2a9e5e7d3b9b9e,"```json
{
  ""study"": {
    ""design"": ""single-arm interventional study (before-and-after)"",
    ""year"": null,
    ""sample_size"": 25,
    ""follow_up"": ""at least 12 months""
  },
  ""population"": {
    ""age"": ""71 [64; 80] years (median [IQR])"",
    ""age_criteria"": null,
    ""sex"": ""25 male patients (100% male)"",
    ""weight"": null,
    ""key_characteristics"": ""wild-type transthyretin amyloid cardiomyopathy (wtATTR-CM)""
  },
  ""intervention"": {
    ""name"": ""Green tea extract (GTE) capsules containing epigallocatechin-3-gallate (EGCG)"",
    ""dose"": ""600 mg EGCG"",
    ""frequency"": ""daily"",
    ""duration"": ""at least 12 months""
  },
  ""outcomes"": [
    {
      ""measure"": ""LV myocardial mass by cMRI"",
      ""timepoint"": ""1 year"",
      ""effect"": ""decreased by 6% (196 [100; 247] vs 180 [85; 237] g; P=0.03)"",
      ""ci"": null
    },
    {
      ""measure"": ""Total cholesterol"",
      ""timepoint"": ""1 year"",
      ""effect"": ""decreased by 8.4% (191 [118; 267] vs 173 [106; 287] mg/dL; P=0.006)"",
      ""ci"": null
    },
    {
      ""measure"": ""LV ejection fraction by cMRI"",
      ""timepoint"": ""1 year"",
      ""effect"": ""53% [33%; 69%] vs 54% [28%; 71%]; P=0.75 (unchanged)"",
      ""ci"": null
    },
    {
      ""measure"": ""LV wall thickness by echocardiography"",
      ""timepoint"": ""1 year"",
      ""effect"": ""17 [13; 21] vs 18 [14; 25] mm; P=0.1 (unchanged)"",
      ""ci"": null
    },
    {
      ""measure"": ""Mitral annular plane systolic excursion by echocardiography"",
      ""timepoint"": ""1 year"",
      ""effect"": ""10 [5; 23] vs 8 [4; 13] mm; P=0.3 (unchanged)"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""cMRI was performed in n=14 of the 25 patients. EGCG is the most abundant catechin in green tea. Causative treatment for wtATTR-CM is lacking. EGCG has been reported to potentially inhibit amyloid fibril formation."",
  ""summary"": ""This before-and-after study of 25 male wtATTR-CM patients found that daily consumption of GTE capsules containing 600 mg EGCG for at least 12 months was associated with a significant 6% decrease in LV myocardial mass by cMRI and 8.4% decrease in total cholesterol, while LV ejection fraction, wall thickness, and mitral annular plane systolic excursion remained unchanged.""
}
```"
HR-0756,19273678,fa5de5e2a2a034448a41f5df840bd2705efe61b21d563fc4b6fa1f7ecd31014a,"{
  ""study"": {
    ""design"": ""multicenter, open-label, single-arm, two-phase study"",
    ""year"": null,
    ""sample_size"": ""51 (PK) and 100 (safety)"",
    ""follow_up"": null
  },
  ""population"": {
    ""age"": ""1 to 12 years"",
    ""age_criteria"": ""1 to 12 years"",
    ""sex"": null,
    ""weight"": ""children weighing <40 kg and >=40 kg; weight-based dosing"",
    ""key_characteristics"": ""suspicion or evidence of HSV or VZV infection; active HSV or VZV disease in some""
  },
  ""intervention"": {
    ""name"": ""pediatric oral famciclovir formulation (prodrug of penciclovir)"",
    ""dose"": ""single dose: 12.5 mg/kg BW for children <40 kg, 500 mg for children >=40 kg; multiple-dose: eight-step weight-based dosing regimen"",
    ""frequency"": ""twice a day for HSV, three times a day for VZV"",
    ""duration"": ""single dose (PK) and 7 days (multiple-dose safety)""
  },
  ""outcomes"": [
    {
      ""measure"": ""average systemic exposure to penciclovir compared to adults"",
      ""timepoint"": ""after single dose"",
      ""effect"": ""similar (6-12-year-olds) or slightly lower (1-<6-year-olds)"",
      ""ci"": null
    },
    {
      ""measure"": ""apparent clearance of penciclovir"",
      ""timepoint"": ""after single dose"",
      ""effect"": ""proportional to BW^0.696"",
      ""ci"": null
    },
    {
      ""measure"": ""resolution of symptoms in active HSV disease"",
      ""timepoint"": ""after 7-day famciclovir dosing regimen"",
      ""effect"": ""90.5% (19/21)"",
      ""ci"": null
    },
    {
      ""measure"": ""resolution of symptoms in active VZV disease"",
      ""timepoint"": ""after 7-day famciclovir dosing regimen"",
      ""effect"": ""92.5% (49/53)"",
      ""ci"": null
    }
  ],
  ""safety"": [
    {
      ""event"": ""any adverse event (HSV group)"",
      ""rate"": ""55.3% (26/47)""
    },
    {
      ""event"": ""any adverse event (VZV group)"",
      ""rate"": ""45.3% (24/53)""
    },
    {
      ""event"": ""most adverse events were gastrointestinal"",
      ""rate"": null
    }
  ],
  ""other_facts"": ""Famciclovir formulation (sprinkle capsules in OraSweet) was acceptable to participants/caregivers."",
  ""summary"": ""Weight-adjusted dosing schedule for children achieves systemic exposures similar to adults receiving 500 mg famciclovir.""
}"
HR-0757,26336025,36972ab417fe30e7e2de436d4501579b563bf682ea089fbb45dddfe836589245,"```json
{
  ""study"": {
    ""design"": ""case report"",
    ""year"": null,
    ""sample_size"": ""1"",
    ""follow_up"": ""2 weeks""
  },
  ""population"": {
    ""age"": ""39-year-old"",
    ""age_criteria"": null,
    ""sex"": ""woman"",
    ""weight"": null,
    ""key_characteristics"": ""celiac disease, on gluten-free diet for 8 years, presented with diarrhea, headache, insomnia, loss of appetite, abnormal taste, impaired short-term memory and concentration, no skin lesions""
  },
  ""intervention"": {
    ""name"": ""dimercaptosuccinic acid (DMSA)"",
    ""dose"": null,
    ""frequency"": null,
    ""duration"": ""2 weeks""
  },
  ""outcomes"": [
    {
      ""measure"": ""arsenic concentration in 24-hour urine"",
      ""timepoint"": ""at presentation"",
      ""effect"": ""682.77 micro g/g creatinine"",
      ""ci"": null
    },
    {
      ""measure"": ""clinical recovery"",
      ""timepoint"": ""2 weeks"",
      ""effect"": ""recovered"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""normal arsenic urine level: <15 micro g/g creatinine; suspected source of arsenic poisoning: rice; drinking contaminated ground water is not known in Saudi Arabia; patient had not taken seafood"",
  ""summary"": ""A 39-year-old woman with celiac disease on gluten-free diet for 8 years developed arsenic poisoning from suspected rice consumption, presenting with non-specific symptoms and markedly elevated urinary arsenic (682.77 micro g/g creatinine), and recovered within 2 weeks of chelation therapy with dimercaptosuccinic acid.""
}
```"
HR-0758,31006009,6b728469332a63b3ca3961777c11df2a8516755bb7ced7826b6293320a0303ae,"{
  ""study"": {
    ""design"": ""cohort"",
    ""year"": null,
    ""sample_size"": 72,
    ""follow_up"": ""1 year""
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""HIV-exposed uninfected (HEU) Malawian infants, 30% stunting rate, living in poor socioeconomic settings""
  },
  ""intervention"": {
    ""name"": null,
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""LBP levels"",
      ""timepoint"": ""during first year of life"",
      ""effect"": ""19.4 μg/ml in stunted vs 15.2 μg/ml in non-stunted infants"",
      ""ci"": null
    },
    {
      ""measure"": ""I-FABP levels"",
      ""timepoint"": ""during first year of life"",
      ""effect"": ""1442.8 pg/ml in infants with gastrointestinal infections vs 860.0 pg/ml in those without"",
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""sCD14 and LBP showed significant age-related increase; 30% of infants were stunted; adjusted for cytomegalovirus acquisition, malaria, and respiratory infections (p=0.031 for LBP-stunting association); clinical data recorded monthly; Malawian infants; HEU infants show high rate of morbidity"",
  ""summary"": ""In a longitudinal cohort of 72 Malawian HEU infants, stunting was associated with higher LBP levels and gastrointestinal infections with higher I-FABP, indicating that malnutrition enhances inflammatory responses to microbial products.""
}"
HR-0759,33822783,bea57093e1802bade6a025547575eeca604ddcf14be3bf0b89fa9994e9b961fe,"{
  ""study"": {
    ""design"": ""cohort"",
    ""year"": null,
    ""sample_size"": 16648,
    ""follow_up"": ""5 years""
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""Spanish working adults with prediabetes (fasting plasma glucose 100-125 mg/dL)""
  },
  ""intervention"": {
    ""name"": null,
    ""dose"": null,
    ""frequency"": null,
    ""duration"": null
  },
  ""outcomes"": [
    {
      ""measure"": ""Prediabetes reversion rate at 5 years"",
      ""timepoint"": ""5 years"",
      ""effect"": ""33.7%"",
      ""ci"": null
    },
    {
      ""measure"": ""Annual prediabetes reversion rate"",
      ""timepoint"": ""annually"",
      ""effect"": ""6.7%"",
      ""ci"": null
    },
    {
      ""measure"": ""Odds ratio for reversion with FLI <30"",
      ""timepoint"": ""5 years"",
      ""effect"": 1.544,
      ""ci"": ""1.355-1.759""
    },
    {
      ""measure"": ""Odds ratio for reversion with physical activity ≥150 min/week"",
      ""timepoint"": ""5 years"",
      ""effect"": 4.600,
      ""ci"": ""4.088-5.177""
    },
    {
      ""measure"": ""Odds ratio for reversion with daily fruit and vegetable consumption"",
      ""timepoint"": ""5 years"",
      ""effect"": 1.682,
      ""ci"": ""1.526-1.855""
    },
    {
      ""measure"": ""AUC for FLI predicting reversion"",
      ""timepoint"": ""5 years"",
      ""effect"": 0.774,
      ""ci"": ""0.767-0.781""
    },
    {
      ""measure"": ""AUC for FPG predicting reversion"",
      ""timepoint"": ""5 years"",
      ""effect"": 0.656,
      ""ci"": ""0.648-0.664""
    }
  ],
  ""safety"": [],
  ""other_facts"": ""FLI categories: <30 no hepatic steatosis, 30-59 intermediate, ≥60 hepatic steatosis. Prediabetes defined as FPG 100-125 mg/dL; reversion as FPG <100 mg/dL. Adjusted binomial logistic regression used. ROC curve analysis performed."",
  ""summary"": ""In this 5-year cohort study of 16,648 Spanish working adults with prediabetes, FLI <30, physical activity ≥150 min/week, and daily fruit/vegetable intake were associated with prediabetes reversion, and FLI had a higher AUC than FPG for predicting reversion.""
}"
HR-0760,20880100,dee5949a3847f572522543003e257eb433d4ad07d47bd6ce83c8a29b1cd07f6c,"{
  ""study"": {
    ""design"": ""cross-sectional survey"",
    ""year"": null,
    ""sample_size"": 998,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": ""581 men, 417 women"",
    ""weight"": null,
    ""key_characteristics"": ""urban civil servants in Ibadan, Nigeria; obesity and overweight defined by body mass index based on international criteria; association with higher socioeconomic status""
  },
  ""intervention"": null,
  ""outcomes"": [
    {
      ""measure"": ""Prevalence of obesity"",
      ""timepoint"": ""at survey"",
      ""effect"": 8.82,
      ""ci"": ""7.13% to 10.75%""
    },
    {
      ""measure"": ""Prevalence of overweight"",
      ""timepoint"": ""at survey"",
      ""effect"": 17.45,
      ""ci"": ""15.12% to 19.95%""
    },
    {
      ""measure"": ""Prevalence of overweight plus obesity"",
      ""timepoint"": ""at survey"",
      ""effect"": 26.18,
      ""ci"": ""23.47% to 29.03%""
    },
    {
      ""measure"": ""Prevalence of obesity among women"",
      ""timepoint"": ""at survey"",
      ""effect"": 17.27,
      ""ci"": ""13.76% to 21.24%""
    },
    {
      ""measure"": ""Prevalence of obesity among men"",
      ""timepoint"": ""at survey"",
      ""effect"": 2.75,
      ""ci"": ""1.58% to 4.43%""
    },
    {
      ""measure"": ""Proportion of women obese or overweight"",
      ""timepoint"": ""at survey"",
      ""effect"": 42,
      ""ci"": null
    },
    {
      ""measure"": ""Proportion of men obese or overweight"",
      ""timepoint"": ""at survey"",
      ""effect"": 15,
      ""ci"": null
    }
  ],
  ""safety"": null,
  ""other_facts"": ""Prevalence of obesity and overweight in the study population is comparable to rates seen in many industrialized countries, and rapidly emerging urbanized populations in Africa. Obesity and overweight were associated with higher socioeconomic status."",
  ""summary"": ""A cross-sectional survey of 998 civil servants in Ibadan, Nigeria found obesity prevalence of 8.82% (CI 7.13-10.75%), overweight 17.45% (CI 15.12-19.95%), with higher rates among women (17.27%) than men (2.75%), and association with higher socioeconomic status.""
}"
HR-0761,42253110,e81c3da22d6a3db6fe444422d5cc9e477408652b0efcf7babb4e83141aca66fa,"{
  ""study"": {
    ""design"": ""retrospective observational study using a Japanese administrative claims database"",
    ""year"": ""December 2021-November 2024"",
    ""sample_size"": ""2042 eligible patients; 439 patients with >=2-year follow-up"",
    ""follow_up"": ""2-year follow-up period; median duration of follow-up 890 days in the 439 patients with >=2-year follow-up""
  },
  ""population"": {
    ""age"": ""median age 55 years (range 26-84) among the 439 patients with >=2-year follow-up"",
    ""age_criteria"": ""adults (no explicit age criterion reported)"",
    ""sex"": ""99.3% female among the 439 patients with >=2-year follow-up"",
    ""weight"": null,
    ""key_characteristics"": ""Japanese patients with hormone receptor-positive, human epidermal growth factor receptor 2-negative early breast cancer receiving adjuvant abemaciclib plus endocrine therapy after surgery""
  },
  ""intervention"": {
    ""name"": ""abemaciclib plus endocrine therapy"",
    ""dose"": ""300 mg/day"",
    ""frequency"": ""daily"",
    ""duration"": ""2 years""
  },
  ""outcomes"": [
    {
      ""measure"": ""Completion of 2 years of abemaciclib plus endocrine therapy"",
      ""timepoint"": ""2 years"",
      ""effect"": ""70.6%"",
      ""ci"": null
    },
    {
      ""measure"": ""Discontinuation of abemaciclib while continuing endocrine therapy"",
      ""timepoint"": ""within 2 years"",
      ""effect"": ""21.9%"",
      ""ci"": null
    },
    {
      ""measure"": ""Discontinuation of both abemaciclib and endocrine therapy"",
      ""timepoint"": ""within 2 years"",
      ""effect"": ""7.5%"",
      ""ci"": null
    },
    {
      ""measure"": ""Initiation of abemaciclib at 300 mg/day"",
      ""timepoint"": ""treatment initiation"",
      ""effect"": ""92.3%"",
      ""ci"": null
    },
    {
      ""measure"": ""Dose reduction of abemaciclib"",
      ""timepoint"": ""during the 2-year follow-up group"",
      ""effect"": ""58.3%"",
      ""ci"": null
    }
  ],
  ""safety"": [
    {
      ""event"": ""diarrhea-related side effects (managed with anti-diarrheal agents and probiotics)"",
      ""rate"": ""anti-diarrheal agents and probiotics were frequently prescribed initially, with rates declining over time; no numeric event rate reported""
    }
  ],
  ""other_facts"": ""The study was conducted in real-world clinical practice using anonymized health insurance claims data from a large Japanese administrative claims database, and results were summarized descriptively. Abemaciclib is used with endocrine therapy after surgery to reduce the risk of breast cancer recurrence in hormone receptor-positive, human epidermal growth factor receptor 2-negative early breast cancer. The 2-year completion rate was comparable to monarchE clinical trial data (69%). Clinical trials have shown this treatment to be effective, but there is limited information on long-term use in routine clinical practice in Japan. Adjuvant abemaciclib plus endocrine therapy was used at the labeled dosage in most Japanese patients."",
  ""summary"": ""In a retrospective Japanese claims database study of adults with hormone receptor-positive, HER2-negative early breast cancer receiving adjuvant abemaciclib plus endocrine therapy, 70.6% of 439 patients with at least 2 years of follow-up completed 2 years of treatment, with high initial labeled dosing and frequent early supportive management for diarrhea-related side effects.""
}"
HR-0762,40783142,b80d753120b94d62cd37687f49f76467538ded7fa6aa1e8d270bbfdd6e3f1a50,"{
  ""study"": {
    ""design"": ""retrospective cross-sectional"",
    ""year"": null,
    ""sample_size"": 15881,
    ""follow_up"": null
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": ""adult patients"",
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""diagnosed with periodontitis; smoking status and self-reported medical conditions recorded""
  },
  ""intervention"": null,
  ""outcomes"": [
    {
      ""measure"": ""Prevalence of clinically significant tooth mobility (Grade 1-3) among patients"",
      ""timepoint"": null,
      ""effect"": 70.4,
      ""ci"": null
    },
    {
      ""measure"": ""Proportion of all teeth with clinically significant mobility"",
      ""timepoint"": null,
      ""effect"": 26.9,
      ""ci"": null
    },
    {
      ""measure"": ""Most common severity grade"",
      ""timepoint"": null,
      ""effect"": null,
      ""ci"": null
    },
    {
      ""measure"": ""Incisors accounted for cases of mobile teeth"",
      ""timepoint"": null,
      ""effect"": 56.3,
      ""ci"": null
    }
  ],
  ""safety"": [],
  ""other_facts"": ""Multivariate analysis identified advancing age, history of tooth loss, and hypertension as strongest independent predictors for tooth mobility; male gender and high blood pressure were also significant. Mobile teeth distribution: incisors (56.3%), followed by premolars, molars, and canines."",
  ""summary"": ""In a large retrospective cross-sectional study of 15,881 periodontitis patients, tooth mobility was highly prevalent (70.4% of patients, 26.9% of teeth), with incisors most affected, and advancing age, prior tooth loss, and hypertension emerged as independent predictors.""
}"
HR-0763,39147483,91162e06cb0064262a21433dab94160d835f384f6dd2bd08c6a05001e3d22662,"{
  ""study"": {
    ""design"": ""Experimental laboratory study"",
    ""year"": null,
    ""sample_size"": null,
    ""follow_up"": ""5 days (fermentation time)""
  },
  ""population"": {
    ""age"": null,
    ""age_criteria"": null,
    ""sex"": null,
    ""weight"": null,
    ""key_characteristics"": ""Kombucha beverage fermented with green tea (Camellia sinensis) and yam""
  },
  ""intervention"": {
    ""name"": ""Yam extract addition to kombucha fermentation"",
    ""dose"": ""0, 10, and 20 % w/v"",
    ""frequency"": null,
    ""duration"": ""5 days""
  },
  ""outcomes"": [
    {
      ""measure"": ""pH and °Brix"",
      ""timepoint"": ""During fermentation"",
      ""effect"": ""Decrease"",
      ""ci"": null
    },
    {
      ""measure"": ""Color"",
      ""timepoint"": ""Post-fermentation"",
      ""effect"": ""Did not change with fermentation time"",
      ""ci"": null
    },
    {
      ""measure"": ""Turbidity and clarity"",
      ""timepoint"": ""Post-fermentation"",
      ""effect"": ""Control (0% yam) showed less turbidity and was more clear"",
      ""ci"": null
    },
    {
      ""measure"": ""Fruity sensory descriptor"",
      ""timepoint"": ""Post-fermentation"",
      ""effect"": ""More perceived in treatments with yam"",
      ""ci"": null
    },
    {
      ""measure"": ""Apple sensory descriptor"",
      ""timepoint"": ""Post-fermentation"",
      ""effect"": ""Perception decreases as yam concentration increases"",
      ""ci"": null
    }
  ],
  ""safety"": null,
  ""other_facts"": ""Pre-tests evaluated yam concentrations of 10, 20, 30, and 40% and fermentation times of 5, 7, and 14 days; selection of 10 and 20% yam and 5 days was based on pH, °Brix, and sensory analysis. Sucrose, glucose, fructose, citric, and succinic acids were related to the beginning of fermentation. Lactic and acetic acids were more related to the end of fermentation in the 20% yam treatment. Volatile groups with the most compounds identified were fatty acids, phenols, terpenoids, and alcohols. Yeast genera identified: Brettanomyces bruxellensis and Pichia membranifaciens. Bacteria genera identified: Acetobacter, Lactobacillus, Pantoea, Pseudomonas, Azospirillum, and Enterobacter. Yam concentration alters the kombucha's microbiota and sensory characteristics, mainly appearance and acidity. The product is sensorially accepted. Technological improvements such as using yam flour could be made mainly for appearance and taste attributes."",
  ""summary"": ""This experimental food science study demonstrated that fermenting kombucha with green tea and yam extract (10-20% w/v) for 5 days is a viable process that alters the beverage's microbiota and sensory characteristics, resulting in a sensorially accepted product with enhanced fruity notes.""
}"
